取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/04/04 11:20:15,-,4,-,-,-,-,ポイント、残高の獲得,Bicycle Coffee Tokyo,PayPayポイント,-,-,04677971992697798656
2025/04/04 11:20:15,400,-,-,-,-,-,支払い,Bicycle Coffee Tokyo - Bicycle Coffee Tokyo,PayPay残高,-,-,04677971992697798656
2025/04/04 10:40:47,-,14,-,-,-,-,ポイント、残高の獲得,Bicycle Coffee Tokyo,PayPayポイント,-,-,04677951651733135360
2025/04/04 10:40:47,"1,500",-,-,-,-,-,支払い,Bicycle Coffee Tokyo - Bicycle Coffee Tokyo,PayPay残高,-,-,04677951651733135360
2025/03/31 14:33:13,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04675102765564133378
2025/03/31 14:33:13,"1,670",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04675102765564133378
2025/03/30 21:00:49,-,8,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04674560362734682112
2025/03/30 21:00:49,953,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04674560362734682112
2025/03/30 18:43:15,-,16,-,-,-,-,ポイント、残高の獲得,ユアー・パーキング,PayPayポイント,-,-,04674489452824772615
2025/03/30 18:43:15,"1,600",-,-,-,-,-,支払い,ユアー・パーキング - ユアーパーキング二葉第11,PayPay残高,-,-,04674489452824772615
2025/03/30 13:35:41,-,34,-,-,-,-,ポイント、残高の獲得,ユアー・パーキング,PayPayポイント,-,-,04674330925581393923
2025/03/30 13:35:39,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01963182646286172176
2025/03/30 13:35:39,"3,400",-,-,-,-,-,支払い,ユアー・パーキング - ユアーパーキング二葉第11,PayPay残高,-,-,04674330925581393923
2025/03/29 14:17:28,-,514,-,-,-,-,ポイント、残高の獲得,渋谷PARCO,PayPayポイント,-,-,04673610290198568960
2025/03/29 14:17:27,-,"44,335",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01962462019492782080
2025/03/29 14:17:27,"51,520",-,-,-,-,-,支払い,渋谷PARCO - PAMM,PayPay残高,-,-,04673610290198568960
2025/03/29 13:46:14,-,56,-,-,-,-,ポイント、残高の獲得,渋谷PARCO,PayPayポイント,-,-,04673594192661487619
2025/03/29 13:46:12,"5,686",-,-,-,-,-,支払い,渋谷PARCO - Nintendo TOKYO,PayPay残高,-,-,04673594192661487619
2025/03/29 13:46:12,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01962445913366700042
2025/03/29 07:24:24,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04673397414440132608
2025/03/29 07:24:24,250,-,-,-,-,-,支払い,セブン-イレブン - 二葉町,PayPay残高,-,-,04673397414440132608
2025/03/28 14:21:23,-,8,-,-,-,-,ポイント、残高の獲得,マクドナルド,PayPayポイント,-,-,04672870147074785282
2025/03/28 14:21:23,920,-,-,-,-,-,支払い,マクドナルド - マクドナルド金町北口店,PayPay残高,-,-,04672870147074785282
2025/03/26 10:17:28,-,12,-,-,-,-,ポイント、残高の獲得,カフェしかく,PayPayポイント,-,-,04671260092683124740
2025/03/26 10:17:28,"1,200",-,-,-,-,-,支払い,カフェしかく,PayPay残高,-,-,04671260092683124740
2025/03/25 16:02:12,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04670695605131886595
2025/03/25 16:02:12,373,-,-,-,-,-,支払い,セブン-イレブン - 葛飾鎌倉３丁目,PayPay残高,-,-,04670695605131886595
2025/03/25 11:30:21,-,10,-,-,-,-,ポイント、残高の獲得,カフェしかく,PayPayポイント,-,-,04670555486118502402
2025/03/25 11:30:20,"1,050",-,-,-,-,-,支払い,カフェしかく,PayPay残高,-,-,04670555486118502402
2025/03/25 10:07:48,-,8,-,-,-,-,ポイント、残高の獲得,カフェしかく,PayPayポイント,-,-,04670512948762247168
2025/03/25 10:07:48,900,-,-,-,-,-,支払い,カフェしかく,PayPay残高,-,-,04670512948762247168
2025/03/24 15:36:09,-,42,-,-,-,-,ポイント、残高の獲得,CAFE&DINER KHB,PayPayポイント,-,-,04669939982945632258
2025/03/24 15:36:07,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01958791703650607104
2025/03/24 15:36:06,"4,224",-,-,-,-,-,支払い,CAFE&DINER KHB - Cafe&Diner  KHB,PayPay残高,-,-,04669939982945632258
2025/03/24 08:05:23,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04669707676754386951
2025/03/23 16:25:26,-,48,-,-,-,-,ポイント、残高の獲得,FEPA,PayPayポイント,-,-,04669223230212825088
2025/03/23 16:25:25,"4,930",-,-,-,-,-,支払い,FEPA - FEPA CAFE＆PATISSERIE,PayPay残高,-,-,04669223230212825088
2025/03/22 18:28:22,-,62,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04668544419221929986
2025/03/22 18:28:21,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01957396139927117824
2025/03/22 18:28:21,"6,372",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04668544419221929986
2025/03/22 14:47:41,-,58,-,-,-,-,ポイント、残高の獲得,Cafe sweets＋,PayPayポイント,-,-,04668430688488210432
2025/03/22 14:47:41,"5,980",-,-,-,-,-,支払い,Cafe sweets＋ - Cafe sweets＋,PayPay残高,-,-,04668430688488210432
2025/03/21 12:38:59,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04667622169484476416
2025/03/21 12:38:57,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01956473890190131207
2025/03/21 12:38:57,"1,670",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04667622169484476416
2025/03/20 17:06:43,"5,707",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04667017996434857996
2025/03/20 17:06:43,-,56,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04667017996434857996
2025/03/20 11:55:01,-,2,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04666857261578903554
2025/03/20 11:54:50,210,-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04666857261578903554
2025/03/19 17:58:20,-,52,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04666302429113810949
2025/03/19 17:58:20,"5,324",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04666302429113810949
2025/03/19 17:58:20,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01955154149819179015
2025/03/18 18:03:33,-,50,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04665562956002672646
2025/03/18 18:03:33,"5,154",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04665562956002672646
2025/03/16 17:16:26,-,54,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04664054314378731525
2025/03/16 17:16:24,"5,459",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04664054314378731525
2025/03/16 17:16:24,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01952906035086155784
2025/03/16 11:48:45,-,22,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04663885444854611968
2025/03/16 11:48:45,"2,369",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04663885444854611968
2025/03/15 18:09:33,-,50,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04663339528741871622
2025/03/15 18:09:33,"5,149",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04663339528741871622
2025/03/15 18:09:33,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01952191249449058317
2025/03/15 12:47:30,-,32,-,-,-,-,ポイント、残高の獲得,cafe・hakuta,PayPayポイント,-,-,04663173554025324549
2025/03/15 12:47:30,"3,320",-,-,-,-,-,支払い,cafe・hakuta,PayPay残高,-,-,04663173554025324549
2025/03/14 17:15:57,-,14,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04662569733163081738
2025/03/14 17:15:57,"1,458",-,-,-,-,-,支払い,東急ストア - カルディコーヒーファーム　金町東急ストア,PayPay残高,-,-,04662569733163081738
2025/03/14 17:09:36,-,54,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04662566460398755851
2025/03/14 17:09:36,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01951418181105369098
2025/03/14 17:09:36,"5,563",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04662566460398755851
2025/03/14 13:24:32,-,8,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04662450255762694146
2025/03/14 13:24:08,890,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04662450255762694146
2025/03/14 04:28:22,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04662174132315389952
2025/03/13 19:13:53,"1,317",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04661888345191383045
2025/03/13 19:13:53,-,12,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04661888345191383045
2025/03/13 17:33:26,"4,723",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04661836573656072196
2025/03/13 17:33:25,-,46,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04661836573656072196
2025/03/13 17:20:38,"1,739",-,-,-,-,-,支払い,から好し - から好し金町店,PayPay残高,-,-,04661829976586567689
2025/03/13 17:20:38,-,16,-,-,-,-,ポイント、残高の獲得,から好し,PayPayポイント,-,-,04661829976586567689
2025/03/13 04:58:40,119,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04661447569878179840
2025/03/12 12:26:22,-,8,-,-,-,-,ポイント、残高の獲得,水戸薬局,PayPayポイント,-,-,04660936142352015362
2025/03/12 12:26:22,920,-,-,-,-,-,支払い,水戸薬局 - Mito薬局かなまち,PayPay残高,-,-,04660936142352015362
2025/03/12 12:26:22,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01949787863059488787
2025/03/11 21:12:08,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,4652639803132051461#43225
2025/03/11 21:11:41,-,1,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,4660464606481334272#43844
2025/03/11 21:11:40,-,2,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04660464606481334272
2025/03/11 21:11:27,210,-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04660464606481334272
2025/03/11 12:35:34,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04660198722235842560
2025/03/11 12:35:34,"1,670",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04660198722235842560
2025/03/10 19:09:01,-,78,-,-,-,-,ポイント、残高の獲得,Italian Kitchen VANSAN,PayPayポイント,-,-,04659659325883031553
2025/03/10 19:09:00,"7,810",-,-,-,-,-,支払い,Italian Kitchen VANSAN - 金町店,PayPay残高,-,-,04659659325883031553
2025/03/10 19:09:00,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01948511046591266824
2025/03/10 11:01:20,"1,800",-,-,-,-,-,支払い,ルミネ北千住 - ルミネ北千住店,PayPay残高,-,-,04659407984396910594
2025/03/09 17:58:15,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04658880691261800448
2025/03/09 17:58:15,714,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04658880691261800448
2025/03/09 17:43:22,-,66,-,-,-,-,ポイント、残高の獲得,Cafe sweets＋,PayPayポイント,-,-,04658873020450234369
2025/03/09 17:43:22,"6,760",-,-,-,-,-,支払い,Cafe sweets＋ - Cafe sweets＋,PayPay残高,-,-,04658873020450234369
2025/03/09 11:38:20,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04658684866523701255
2025/03/09 11:38:19,572,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04658684866523701255
2025/03/09 11:38:19,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01947536587231387684
2025/03/08 17:34:04,-,24,-,-,-,-,ポイント、残高の獲得,大戸屋ごはん処,PayPayポイント,-,-,04658126056918925313
2025/03/08 17:34:04,"2,510",-,-,-,-,-,支払い,大戸屋ごはん処 - 金町駅前店,PayPay残高,-,-,04658126056918925313
2025/03/08 16:29:24,110,-,-,-,-,-,支払い,ダイソー - ヴィナシス金町店,PayPay残高,-,-,04658092719381856265
2025/03/07 18:15:18,"5,797",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04657405129478004742
2025/03/07 18:15:18,-,56,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04657405129478004742
2025/03/07 09:08:33,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04657123336673959939
2025/03/06 09:12:47,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04656383348167892997
2025/03/05 12:08:23,-,10,-,-,-,-,ポイント、残高の獲得,松屋フーズ,PayPayポイント,-,-,04655731689959374853
2025/03/05 12:08:23,"1,110",-,-,-,-,-,支払い,松屋フーズ - 金町店,PayPay残高,-,-,04655731689959374853
2025/03/04 18:47:56,-,24,-,-,-,-,ポイント、残高の獲得,大戸屋ごはん処,PayPayポイント,-,-,04655195437522190337
2025/03/04 18:47:55,"2,580",-,-,-,-,-,支払い,大戸屋ごはん処 - 金町駅前店,PayPay残高,-,-,04655195437522190337
2025/03/04 18:47:55,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01944047158231531530
2025/03/04 09:13:28,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04654899368246870016
2025/03/03 12:45:18,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04654266367375892481
2025/03/03 12:45:18,"1,700",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04654266367375892481
2025/03/02 19:53:24,-,22,-,-,-,-,ポイント、残高の獲得,ジョナサン,PayPayポイント,-,-,04653744838088253442
2025/03/02 19:53:24,"2,307",-,-,-,-,-,支払い,ジョナサン - ジョナサン水元店,PayPay残高,-,-,04653744838088253442
2025/03/02 12:29:49,-,30,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04653516216978882581
2025/03/02 12:29:49,"3,000",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04653516216978882581
2025/03/01 17:59:34,-,20,-,-,-,-,ポイント、残高の獲得,モスバーガー,PayPayポイント,-,-,04652943989895110656
2025/03/01 17:59:33,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01941795705796141074
2025/03/01 17:59:33,"2,170",-,-,-,-,-,支払い,モスバーガー - 金町南店,PayPay残高,-,-,04652943989895110656
2025/03/01 12:33:40,-,20,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04652776030904745990
2025/03/01 12:33:40,"2,095",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04652776030904745990
2025/03/01 08:09:21,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04652639803132051461
2025/03/01 08:09:21,439,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04652639803132051461
2025/02/28 08:11:41,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04651898835374153733
2025/02/27 18:04:45,"4,485",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04651462337848254466
2025/02/27 18:04:45,-,44,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04651462337848254466
2025/02/27 13:31:36,-,6,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04651321291122204676
2025/02/27 13:31:06,670,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04651321291122204676
2025/02/27 12:58:44,-,2,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04651304540749955074
2025/02/27 12:58:35,300,-,-,-,-,-,支払い,DMM.com,PayPay残高,-,-,04651304540749955074
2025/02/27 12:54:02,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01940153911593295875
2025/02/27 08:58:27,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04651180776972312576
2025/02/26 08:07:52,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04650412527581175812
2025/02/25 16:47:11,-,32,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04649938011002331144
2025/02/25 16:47:11,"3,367",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04649938011002331144
2025/02/25 09:12:52,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04649703866564943872
2025/02/25 09:12:52,482,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04649703866564943872
2025/02/24 18:50:30,-,6,-,-,-,-,ポイント、残高の獲得,やきとり にしだ場,PayPayポイント,-,-,04649259406169153536
2025/02/24 18:50:30,780,-,-,-,-,-,支払い,やきとり にしだ場 - 金町店,PayPay残高,-,-,04649259406169153536
2025/02/24 18:38:55,-,48,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04649253436164251648
2025/02/24 18:38:55,"4,910",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04649253436164251648
2025/02/24 14:01:28,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01937962146834669588
2025/02/24 14:01:28,"7,997",-,-,-,-,-,支払い,アトレ - アトレ松戸,PayPay残高,-,-,04649110430933155842
2025/02/23 19:07:47,-,34,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04648526126402772995
2025/02/23 19:07:46,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01937377842304720909
2025/02/23 19:07:46,"3,460",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04648526126402772995
2025/02/22 21:22:54,"4,503",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04647853603243843587
2025/02/22 21:22:54,-,44,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04647853603243843587
2025/02/22 19:04:47,"2,081",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04647782418455330818
2025/02/22 19:04:46,-,20,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04647782418455330818
2025/02/22 18:46:49,-,38,-,-,-,-,ポイント、残高の獲得,くら寿司,PayPayポイント,-,-,04647773149916004352
2025/02/22 18:46:47,"3,880",-,-,-,-,-,支払い,くら寿司 - 葛飾金町,PayPay残高,-,-,04647773149916004352
2025/02/22 18:46:47,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01936624865817485324
2025/02/21 17:28:46,-,58,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04646990761493757955
2025/02/21 17:28:46,"5,959",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04646990761493757955
2025/02/21 17:12:31,-,4,-,-,-,-,ポイント、残高の獲得,ダイソー,PayPayポイント,-,-,04646982386307596292
2025/02/21 17:12:31,440,-,-,-,-,-,支払い,ダイソー - ヴィナシス金町店,PayPay残高,-,-,04646982386307596292
2025/02/21 12:41:26,-,8,-,-,-,-,ポイント、残高の獲得,マクドナルドモバイルオーダー,PayPayポイント,-,-,04646842464863420418
2025/02/21 12:41:01,890,-,-,-,-,-,支払い,マクドナルドモバイルオーダー,PayPay残高,-,-,04646842464863420418
2025/02/21 09:21:54,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04646739832324841477
2025/02/20 17:17:54,-,58,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04646242990508015620
2025/02/20 17:17:54,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01935094706403188749
2025/02/20 17:17:54,"5,916",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04646242990508015620
2025/02/19 12:31:36,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04645353270851141635
2025/02/19 12:31:36,"1,700",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04645353270851141635
2025/02/19 08:13:10,149,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04645220075325743105
2025/02/18 17:41:43,-,74,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04644770916235534337
2025/02/18 17:41:42,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01933622632132059140
2025/02/18 17:41:42,"7,436",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04644770916235534337
2025/02/18 12:40:16,-,16,-,-,-,-,ポイント、残高の獲得,コメダ珈琲店,PayPayポイント,-,-,04644615567268823041
2025/02/18 12:40:16,"1,700",-,-,-,-,-,支払い,コメダ珈琲店 - コメダ珈琲店　金町南口店,PayPay残高,-,-,04644615567268823041
2025/02/17 21:47:33,-,36,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04644155447422574594
2025/02/17 21:47:32,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01933007163320131591
2025/02/17 21:47:32,"3,760",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04644155447422574594
2025/02/17 21:28:06,-,216,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04644145422967840768
2025/02/17 21:28:05,-,"12,662",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01932997138865119239
2025/02/17 21:28:04,"21,660",-,-,-,-,-,支払い,ローソン - 東金町一丁目,PayPay残高,-,-,04644145422967840768
2025/02/17 13:19:43,-,50,-,-,-,-,ポイント、残高の獲得,木曽路グループ,PayPayポイント,-,-,04643893712115425283
2025/02/17 13:19:42,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01932745436604669952
2025/02/17 13:19:42,"5,038",-,-,-,-,-,支払い,木曽路グループ - 木曽路　金町店,PayPay残高,-,-,04643893712115425283
2025/02/17 08:15:13,250,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04643736791190298625
2025/02/17 08:15:13,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04643736791190298625
2025/02/16 17:55:18,-,76,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04643293576334098436
2025/02/16 17:55:17,"7,715",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04643293576334098436
2025/02/16 17:55:17,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01932145292232843281
2025/02/15 17:51:45,-,30,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04642549593509199874
2025/02/15 17:51:45,"3,059",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04642549593509199874
2025/02/15 13:24:54,-,36,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04642412060067364864
2025/02/15 13:24:54,"3,705",-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04642412060067364864
2025/02/14 17:30:59,-,70,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04641796702921867264
2025/02/14 17:30:57,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01930648418817040385
2025/02/14 17:30:57,"7,074",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04641796702921867264
2025/02/14 08:12:34,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04641508914344288256
2025/02/14 08:12:34,250,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04641508914344288256
2025/02/12 11:54:50,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04640139120421765124
2025/02/12 11:54:49,753,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04640139120421765124
2025/02/12 08:09:57,180,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04640023216434446336
2025/02/11 17:38:46,-,60,-,-,-,-,ポイント、残高の獲得,Cafe sweets＋,PayPayポイント,-,-,04639574203374280704
2025/02/11 17:38:44,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01928425919268642834
2025/02/11 17:38:44,"6,180",-,-,-,-,-,支払い,Cafe sweets＋ - Cafe sweets＋,PayPay残高,-,-,04639574203374280704
2025/02/11 07:46:32,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04639268977228472322
2025/02/11 07:46:32,478,-,-,-,-,-,支払い,セブン-イレブン - 葛飾東金町２丁目,PayPay残高,-,-,04639268977228472322
2025/02/10 17:54:28,-,78,-,-,-,-,ポイント、残高の獲得,東急ストア,PayPayポイント,-,-,04638840124743147520
2025/02/10 17:54:26,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****21,-,-,01927691840639492100
2025/02/10 17:54:26,"7,968",-,-,-,-,-,支払い,東急ストア - 金町店,PayPay残高,-,-,04638840124743147520
2025/02/10 12:17:26,"1,680",-,-,-,-,-,支払い,スターバックス コーヒー - 金町駅南口店,PayPay残高,-,-,04638666427676237824
2025/02/10 12:17:26,-,16,-,-,-,-,ポイント、残高の獲得,スターバックス コーヒー,PayPayポイント,-,-,04638666427676237824
2025/02/10 11:14:07,-,2,-,-,-,-,ポイント、残高の獲得,DMM.com,PayPayポイント,-,-,04638633717205344257
